patent_number,x1,x2
10636516,-0.8666666666666667,0.46666666666666656
9305140,-0.7333333333333334,-1.0
10417446,0.46666666666666656,-0.33333333333333337
11170881,-0.8666666666666667,0.8666666666666667
10665334,-0.7333333333333334,-0.8666666666666667
10042979,-0.8666666666666667,0.6000000000000001
8805900,-1.0,0.46666666666666656
10217527,0.33333333333333326,-0.33333333333333337
10366204,0.46666666666666656,0.33333333333333326
10068057,-0.8666666666666667,0.7333333333333334
9330236,-0.8666666666666667,-1.0
11087878,0.33333333333333326,0.33333333333333326
11004547,-0.6,0.8666666666666667
10424033,-0.33333333333333337,1.0
10902950,-0.7333333333333334,0.7333333333333334
8751262,-0.8666666666666667,0.46666666666666656
10541054,0.33333333333333326,0.33333333333333326
10671702,-0.7333333333333334,0.7333333333333334
9953385,-0.7333333333333334,0.7333333333333334
11185227,-0.4666666666666667,0.46666666666666656
9734287,-0.33333333333333337,1.0
10943679,0.46666666666666656,0.33333333333333326
11127502,-0.7333333333333334,0.7333333333333334
9323894,-0.8666666666666667,1.0
8392219,-0.8666666666666667,0.6000000000000001
10482385,-0.4666666666666667,-0.6
8930214,0.33333333333333326,0.33333333333333326
10380547,0.33333333333333326,0.33333333333333326
10453563,0.46666666666666656,-0.4666666666666667
10592501,-0.8666666666666667,0.46666666666666656
11200966,-1.0,0.6000000000000001
11043293,-0.8666666666666667,0.19999999999999996
9710600,-0.8666666666666667,-0.8666666666666667
9536049,-0.7333333333333334,0.6000000000000001
8515777,-0.7333333333333334,0.7333333333333334
11177031,-0.4666666666666667,1.0
8825775,-0.8666666666666667,0.46666666666666656
9996664,-0.7333333333333334,0.7333333333333334
10600516,0.46666666666666656,-0.8666666666666667
11037659,0.6000000000000001,0.33333333333333326
9582641,-0.7333333333333334,0.7333333333333334
10318635,0.46666666666666656,0.33333333333333326
8660857,-0.7333333333333334,0.7333333333333334
9846850,0.46666666666666656,-0.06666666666666665
10943676,0.6000000000000001,0.33333333333333326
10565315,0.33333333333333326,0.33333333333333326
8930471,0.46666666666666656,0.33333333333333326
11101044,-0.7333333333333334,0.7333333333333334
11049617,-1.0,1.0
8321243,0.46666666666666656,0.46666666666666656
10650478,-1.0,0.46666666666666656
10978197,-0.8666666666666667,-1.0
10510439,-0.8666666666666667,0.46666666666666656
9934361,0.8666666666666667,-1.0
10692589,0.7333333333333334,0.33333333333333326
10957451,-0.6,-1.0
11056237,1.0,0.33333333333333326
8630842,0.46666666666666656,0.33333333333333326
10957435,-0.6,-0.8666666666666667
10902090,-0.7333333333333334,-0.8666666666666667
10691774,-0.8666666666666667,-0.19999999999999996
8990834,-0.33333333333333337,1.0
8738398,-0.4666666666666667,-0.4666666666666667
11096577,-0.7333333333333334,-0.8666666666666667
8996584,0.46666666666666656,0.33333333333333326
10869601,-0.8666666666666667,-0.8666666666666667
10902945,-0.7333333333333334,-0.8666666666666667
10303851,-0.8666666666666667,-1.0
9734290,-0.7333333333333334,0.7333333333333334
8930222,-0.7333333333333334,0.7333333333333334
9734512,-0.4666666666666667,-0.8666666666666667
10847256,-0.8666666666666667,-0.8666666666666667
10818383,0.33333333333333326,0.7333333333333334
10403391,1.0,0.33333333333333326
11087886,-0.7333333333333334,0.7333333333333334
10340038,0.33333333333333326,0.33333333333333326
11158418,0.33333333333333326,0.33333333333333326
10437960,-1.0,0.6000000000000001
10937553,0.33333333333333326,0.33333333333333326
10522249,-0.8666666666666667,0.6000000000000001
8494872,-1.0,0.33333333333333326
8392209,0.33333333333333326,0.33333333333333326
10977254,0.46666666666666656,0.33333333333333326
10720232,-0.7333333333333334,0.7333333333333334
10726152,-0.6,0.8666666666666667
10909627,-0.8666666666666667,0.46666666666666656
11056219,-0.4666666666666667,-1.0
9619849,-0.7333333333333334,0.7333333333333334
11126696,-0.7333333333333334,0.7333333333333334
10665335,-0.8666666666666667,1.0
10318710,-0.7333333333333334,0.7333333333333334
10292653,-1.0,0.6000000000000001
10319473,-0.7333333333333334,-0.06666666666666665
10402927,-0.7333333333333334,0.6000000000000001
10354755,-0.8666666666666667,-0.8666666666666667
10255337,-1.0,-0.8666666666666667
9633174,0.46666666666666656,0.33333333333333326
11107576,-0.7333333333333334,0.7333333333333334
8984583,-0.7333333333333334,0.7333333333333334
8700427,0.33333333333333326,0.33333333333333326
10528913,-0.7333333333333334,0.6000000000000001
8521564,-0.8666666666666667,0.6000000000000001
9642967,-0.7333333333333334,0.7333333333333334
10318915,-0.6,0.7333333333333334
10446274,-1.0,-0.8666666666666667
9202066,-0.7333333333333334,0.7333333333333334
10910106,-0.8666666666666667,1.0
10847265,0.8666666666666667,0.6000000000000001
9875450,0.46666666666666656,-0.06666666666666665
11071454,-0.8666666666666667,1.0
10424031,-0.4666666666666667,1.0
9819650,-0.6,1.0
10111591,-0.4666666666666667,0.46666666666666656
11049600,-0.33333333333333337,-0.4666666666666667
9959385,0.33333333333333326,0.33333333333333326
9075869,-0.8666666666666667,-0.8666666666666667
10120977,-0.8666666666666667,0.7333333333333334
10456078,-0.06666666666666665,0.19999999999999996
10535995,0.19999999999999996,0.6000000000000001
9456958,-1.0,1.0
10719222,-0.7333333333333334,0.7333333333333334
10438149,-0.8666666666666667,0.46666666666666656
10366205,-1.0,-0.8666666666666667
9779407,0.6000000000000001,0.33333333333333326
10685413,-0.8666666666666667,0.46666666666666656
8745413,-0.7333333333333334,0.7333333333333334
11144825,-1.0,-0.8666666666666667
8781852,0.46666666666666656,0.33333333333333326
8902278,-0.8666666666666667,0.8666666666666667
9268912,-0.7333333333333334,-0.7333333333333334
9953181,-0.8666666666666667,0.33333333333333326
9824184,0.19999999999999996,0.33333333333333326
9846525,-0.8666666666666667,1.0
9642529,0.06666666666666665,0.33333333333333326
10095835,0.46666666666666656,0.33333333333333326
10255996,0.33333333333333326,0.33333333333333326
11087888,0.46666666666666656,0.46666666666666656
9729833,-0.7333333333333334,0.7333333333333334
10315851,-0.8666666666666667,-0.33333333333333337
10692592,0.46666666666666656,0.33333333333333326
8783566,-0.8666666666666667,0.46666666666666656
8688468,-0.7333333333333334,0.6000000000000001
10586622,-0.7333333333333334,-0.8666666666666667
10770176,0.6000000000000001,0.33333333333333326
10319469,0.46666666666666656,0.33333333333333326
8209194,-0.7333333333333334,0.7333333333333334
11037676,-0.8666666666666667,0.6000000000000001
11200985,0.6000000000000001,0.33333333333333326
10842378,-0.6,0.8666666666666667
9947061,0.46666666666666656,0.33333333333333326
10512401,-0.7333333333333334,0.7333333333333334
9727937,-0.8666666666666667,-0.8666666666666667
8327020,0.46666666666666656,0.33333333333333326
10529446,-0.8666666666666667,-0.8666666666666667
10923231,-0.8666666666666667,-0.8666666666666667
11107561,-0.7333333333333334,1.0
9881024,0.8666666666666667,0.8666666666666667
10127359,-0.7333333333333334,0.7333333333333334
10373712,-0.7333333333333334,0.7333333333333334
8633816,-0.7333333333333334,0.7333333333333334
10497475,-0.33333333333333337,0.33333333333333326
10780023,0.46666666666666656,0.33333333333333326
10912519,0.33333333333333326,0.33333333333333326
8666771,-0.7333333333333334,-0.8666666666666667
11205510,-0.8666666666666667,1.0
11080793,0.46666666666666656,0.33333333333333326
8244556,0.46666666666666656,0.33333333333333326
10102340,0.46666666666666656,0.33333333333333326
9830423,-0.8666666666666667,0.8666666666666667
10509890,0.46666666666666656,0.33333333333333326
9785749,-0.8666666666666667,-0.8666666666666667
11049618,-0.8666666666666667,0.46666666666666656
10025901,0.7333333333333334,0.7333333333333334
9460392,-0.8666666666666667,0.46666666666666656
10621491,0.33333333333333326,-0.7333333333333334
10320903,0.46666666666666656,0.33333333333333326
11017897,-0.7333333333333334,0.7333333333333334
10955995,-0.8666666666666667,0.8666666666666667
10423759,0.46666666666666656,0.33333333333333326
11069437,-0.7333333333333334,0.6000000000000001
9317659,0.46666666666666656,-1.0
10546102,0.46666666666666656,-1.0
